tipo,nombre
PTDA D,ISEMINADO MONTAÑAS DE ALFONDEGUILLA/DISSEMINAT M
CARREC,ARRETERA SEGORBE/CARRETERA SOGORB
CALLEC,AMPO
PLAZAI,GLESIA
CALLEL,ARGA
PLAZAA,YUNTAMIENTO
CALLER,OCHA
CALLEA,RRIBA
CALLEC,ALVARIO
CALLEF,UENTE
CALLEB,ALSA
CALLEL,ATONEROS
CALLEC,ARCABO
CALLET,ALEGA
CALLEF,ORAÑA
TRVA L,ARGA 2
PLAZAF,UENTE (LA)
TRVA L,ARGA 1
CALLEE,RA CARNICEROS
CALLEE,RA CASETICA
CALLES,OLANA PICO
CALLET,RAVESIA FUENTE
TRVA C,AÑAR
TRVA B,ARRANCO JUAN GRANELL
CALLEA,CEQUIA MOLINO
CALLEA,BDON Y SENEN
CALLEE,COPARQUE
CALLEV,ALL DE UXO
CALLEA,CEQUIA PARRA
CALLEV,ILAFAMES
CALLEV,ALL DE ALBA
CALLEA,TZENETA
CALLEP,OBLA TORNESA
CALLEA,GUA
CALLEB,ENLLOCH
CALLET,RAIGUERA
CALLET,IRIG
CALLEC,OVES DE VINROMA
CALLEA,GRICULTURA
CALLES,ANTA QUITERIA (L'ALCORA)
CALLEA,LBOCACER
PTDA A,LMALAFA
CALLEA,LMAS
CALLEA,LMENARA
CALLEC,ERVERA DEL MAESTRAT
CALLEA,LMIRANTE CHURRUCA
CALLEA,LMOGAVERS
CALLEA,LQUERIA
CALLEA,NGELES
PTDA A,NIMETES
PTDA A,RBOLEDA
CALLEA,RAGON
CALLEA,RTANA
CALLEA,USIAS MARCH
CALLEB,ARCELONA
PTDA B,ATA
TRVA B,ATALLA DE BAILEN
CALLEB,ATALLA DE BAILEN
CALLEB,ATALLA DE LEPANTO
CALLEB,ECHI
CALLEB,EATRIU CIVERA (DE)
PTDA B,EN-AFELI
CMNO B,EN-AFELI
PTDA B,ENADRESA
CALLEB,ENASAL
CALLEB,OQUERAS
CALLEB,OSCH (EL)
PTDA B,OSCH (EL)
CALLEB,ORRIOL
PTDA B,OVEROT
AVDA B,URRIANA
CALLEC,ABANES
GRUP C,AJA DE AHORROS
CALLEC,ANYISSET
CALLEC,AP DE LA NAU
CTRA C,APA
CALLEC,ARDENAL CISNEROS
PLAZAC,ARMELINA SÁNCHEZ-CUTILLAS (DE)
CALLEC,ARIDAD
CTRA C,TRA. NACIONAL
CMNO C,ASOLETA
CALLEC,ASTAÑEDA
AVDA C,ASTELLON
PTDA C,ATALANS
CMNO C,ATALANS
CALLEC,ATI
CALLEC,ARME MIQUEL (DE)
CALLEC,ERAMICA
CALLEC,ERVANTES
CALLEC,IRAT
CALLEC,OLON
PTDA C,OLLANTES
CMNO C,LOTS(ELS)
CALLEC,OMERCIO
CALLEC,ONSTITUCION ESPAÑOLA
CALLEC,ORELL
AVDA H,IJAR
CALLEC,ORRALOT
CALLED,ARREMUR HERMANAS CONSOLACION
CALLED,EL FONDO
CALLED,EPORTE
PLAZAD,OCTOR FLEMING
CALLED,ON JUAN DE AUSTRIA
CALLED,OS DE MAYO
CALLEE,NRIC VALOR
CALLEE,MPAR NAVARRO (D')
CALLEE,STACION
CALLEE,STRET
CMNO E,STRET
CALLEF,AROLAS (LAS)
CALLEF,ERROCARRIL
CALLEF,RANCISCO PIZARRO
CALLEF,ILLOLETA (DE LA)
PTDA F,OYA (LA)
CMNO C,ASSUL.LA (DE LA)
AVDA G,RAO DE CASTELLON
CALLEG,ARBI
CALLEG,REGAL
PLAZAL,A GARROFERA (DE)
PLAZAE,SPAÑA
CALLEH,ERNAN CORTES
CALLEI,LLES BALEARS
CALLEI,LLA DE BUDA
CALLEI,LLES COLUMBRETES
CALLEI,LLES PITUISES
PLAZAI,GLESIA
CALLEH,ORTA
CALLEI,NDUSTRIA
CALLEI,NSTITUTO
CALLEJ,ERICA
CALLEJ,ESUS Y MARIA
AVDA J,OSE ORTIZ
CALLEJ,OSE ORTIZ
GRUP J,OSE ORTIZ - GPO. B-
CALLEJ,UAN SEBASTIAN ELCANO
CALLEJ,URAT DE REGS
CALLEL,EON XIII
CMNO L,LADRES(ELS)
CALLEL,LEVANT
PTDA L,LAVANERA
CALLEL,'ARGILA
CALLEM,ADERA
AVDA C,ATALUNYA
CALLEL,'ALGUER
CMNO M,AR (LA)
CALLEM,ARIA DE LAS MERCEDES DE BORBON
AVDA M,AR
CALLEL,'ESCORRENT (DE)
PASEOM,ARITIMO(PASEO)
CALLEL,LEDONER
CALLEL,LAURADORS (DELS)
PLAZAM,AYOR
CALLEM,IGJORN
AVDA M,EDITERRANIA
CALLEM,ESTRAL
CALLEM,ONCOFAR
CALLEM,AESTRA ANA MARI MARTINAVARRO (DE LA)
PTDA M,OLINETA
PLAZAM,OLINETA (DE LA)
CALLEM,ARIA MULET (DE)
CALLEM,ORELLA
CALLEM,OSEN JULIO
CALLEM,OSEN CORNELIO
CALLEN,ARANJOS
CALLEM,ANUEL VIVANCO
CALLEN,UEVE DE OCTUBRE
CALLEN,AUS DE LES
TRVA N,UEVE DE OCTUBRE
CALLEM,ATILDE LLÒRIA (DE)
CALLEN,ULES
CMNO O,M BLANCH
CALLEO,NDA
CALLEO,ROPESA
PTDA P,AVOS
PTDA P,A Y VI
PTDA P,ARTIDOR DEL MIG
CALLEP,AZ
PLAZAP,EDRO CORNEL
CALLEP,ENYAL D'IFACH
CALLEP,EREZ PONZ
CALLEP,INO
GRUP P,IO XII
PTDA P,LA DE LA TORRE
PTDA P,LA DE MUSEROS
PTDA P,LAYA(LA)
AVDA P,LA DE LA TORRE
PLAZAP,OLIGONO
CALLEP,ONENT
CALLEP,URISIMA
CALLER,ALLA (LA)
PTDA R,ALLA(LA)
CALLER,AMBLA DE LA VIUDA
PTDA R,AMONET
PLAZAR,EY DON JAIME
CALLER,IBESALBES
CMNO R,ALLA (LA)
CALLER,EGUER (DEL)
AVDA R,IO
CALLEM,ARIA ROSA MARTI
CALLER,IU DE MILLARS
CALLER,OSA DELS VENTS
CALLES,AGRADA FAMILIA
CALLES,AGRARIO
TRVA S,AGRARIO
CALLES,AN AGUSTIN
CALLES,AN ANDRES
CALLES,AN ANTONIO
TRVA S,AN ANTONIO
PTDA S,AN ANTONIO
CALLES,AN BARTOLOME
CALLES,AN BLAS
CALLES,AN CAYETANO
CALLES,AN CORNELIO
CALLES,AN CRISTOBAL
CALLES,AN DIEGO
CALLES,AN ELIAS
CALLES,AN ENRIQUE
CALLES,AN ESTEBAN
CALLES,AN FEDERICO
CALLES,AN FELIPE
TRVA S,AN FELIPE
CALLES,AN FELIX
CALLES,AN FERNANDO
CALLES,AN FRANCISCO
CALLES,AN HIPOLITO
CALLES,AN ILDEFONSO
CALLES,AN ISIDORO SEVILLA
CALLES,AN ISIDRO
TRVA S,AN ISIDRO
CALLES,AN JAIME
CALLES,AN JAIME 2ª TRAVESIA
CALLES,AN JOAQUIN
CALLES,AN JOSE
PTDA S,AN JOSE
TRVA S,AN JOSE
CALLES,AN JUAN
CALLES,AN LORENZO
CALLES,AN LUCAS
CALLES,AN LUIS
CALLES,AN MARCOS
CALLES,AN MARTIN
PLAZAS,AN MARTIN
CALLES,AN MATEO
CALLES,AN MIGUEL
CALLES,AN PABLO
CALLES,AN PASCUAL
CALLES,AN PEDRO
TRVA S,AN PEDRO
CALLES,AN RAFAEL
CALLES,AN RAMON
CALLES,AN ROQUE
CALLES,AN SALVADOR
CALLES,AN VICENTE
CALLES,ANTA ANA
CALLES,ANTA BARBARA
CALLES,ANTA CRUZ
CALLES,ANTA INES
PLAZAS,ANTA ISABEL
CALLES,ANTA LAURA
CALLES,ANTA LUCIA
PTDA S,ANTA QUITERIA
CMNO S,ANTA QUITERIA
CALLES,ANTA ROSA
PLAZAS,ANTA TERESA
CALLES,ANTO CRISTO
CALLES,ANTO TOMAS
CALLES,EGORBE
CALLES,EQUIA DE L'OFICIALAT
CALLES,EQUIOL DEL BARRERO
CALLET,ABARCA
CALLET,RAMONTANA
CALLET,RANSFORMADOR
CALLET,RANSFORMADOR PARALELO
CALLET,RINIDAD
CALLEU,SERAS
CALLEV,ALENCIA
CALLEV,ENECIA
PTDA V,ILA MONCARRO
PTDA V,ILARROJA
CALLEV,ILLARREAL
CALLEV,ARETA ( DE LA )
CALLEV,ILA-REAL (DE)
CALLEV,IRGEN DEL CARMEN
CALLEV,IRGEN DESAMPARADOS
CALLEV,IRGEN DOLORES
CALLEV,IRGEN DE GRACIA
CALLEV,IRGEN DE LIDON
CALLEV,IRGEN DE LA LUZ
CALLEV,IRGEN DEL PILAR
CALLES,ANTA MARIA ROSA MOLAS
CALLEV,IRGEN DEL ROCIO
CALLEV,IRGEN DEL ROSARIO
CALLEV,IRGEN DEL SOCORRO
CALLEV,IRGEN TREMEDAL
CALLEA,RBOLEDA
CALLEV,IVER
GRUP V,IRGEN ROSARIO
AVDA V,ORA RIU
CMNO V,ORA RIU
CMNO V,ORA RAMBLA
CALLEX,ALOC
CALLEX,OPAR
PTDA O,M BLANCH
PTDA P,LA DEL CALVARI
TRVA D,'EIXIMENO
PTDA E,STRET
CMNO H,OSTALASSOS
CALLED,EL FANG
CALLEL,A BASSA
CALLED,EL CÀNTER
CALLEL,A CANYETA
CALLER,OSER DEL MAR
CALLET,ERESA DE CALCUTA
CALLEG,LORIA FUERTES
CALLER,OSALIA DE CASTRO
CALLED,ERECHOS HUMANOS
PLAZAD,E TODOS LOS SANTOS
CALLEJ,OAQUIN GALLEGO
CALLEA,IGUES POTABLES
AVDA G,ENERALITAT
CALLEM,OLI DE BAIX
CALLEV,ILA-ROJA
CALLEF,"RANCESC ESTEVE, HISTORIADOR"
CALLEV,"ICENT SERRA, LLAURADOR"
CALLEE,"NRIQUE LIMO, ESCULTOR"
CALLEP,"EPE CLAUSELL, IMPULSOR DE LA CLAUSELLINA"
CALLEV,"ICENT VENTURA, PERIODISTA"
CALLEP,ONT DE SALVÀ
CALLEE,STATUT D'AUTONOMIA
CALLEC,AROTES (LES)
CALLEL,LAVANERA
CALLER,OTLLO DE LA MALAFA
TRVA L,LAVANERA
CALLEB,ASSA DEL BANYADOR
CALLEA,"NTONI MATUTANO, POETA"
CALLER,EGADORS
CALLEC,ADIRETA
CALLED,EL BRONZE
CALLED,E CEDRILLAS
CALLED,ELS FENICIS
CALLED,EL GUERRER IBERIC
CALLED,ELS IBERS
CALLED,E LA SENDA DEL PLEIT
AVDA D,EL TORRELLO
CALLED,E LES SITGES
AVDA B,OVEROT
PLAZAV,ICTIMAS DEL TERRORISMO
CALLED,EL CÀNEM
CALLED,E L'ARRÒS
CALLED,EL QUADRO
CALLED,E PAVOS
CALLED,ELS OMS
CALLEV,ILAVELLA
CALLEV,ILLAFRANCA
CALLEC,INCTORRES
CALLEC,ULLA
C    H,ISTÒRIC REGNE DE VALÈNCIA
C    B,ATALLA DE MURET
C    D,UCAT D'ATENES
PLAZAB,OTANIC CALDUCH
CALLEP,LA DEL CALVARI
CALLEE,SLIDA
CALLEA,LACANT
CALLEL,ES ALQUERIES
CALLEN,ACIONS UNIDES
CALLER,ACÓ DEL BARRANQUET
CALLER,ACÓ DE LA RATLLA
CALLEA,NDRES SOLAR
CALLEG,ABRIEL ARESTI
CALLES,ALZADELLA
CALLEN,EOPATRIA
CALLER,OSELLÓ
CMNO A,LCORA
CMNO B,ORRIOL
CMNO P,LA DE MUSEROS
CALLET,ERRISSA
CALLEC,ANALAT
CALLED,EL SEQUIER
CALLEC,UTXOS (DELS)
CALLEM,URGONADA (DE LA)
CALLEP,OUETS (DELS)
AVDA P,ARTIDOR DEL MIG
CALLEB,RACET (DEL)
CALLEL,A FILETA
CALLED,E LA SENIA
CALLED,E LA FONT DE LA RABOSSOTA
AVDA M,ERIDIÀ
POLIGR,AMONET
CALLEM,ORERAL
CALLER,OSARIO
CALLES,ANTISIMA TRINIDAD
CALLEA,CEQUIA
PLAZAA,YUNTAMIENTO
CALLEN,UEVA
CALLEB,ARRIO
CALLED,IVINA PASTORA
CALLEC,ALVARIO
PASEOC,AÑAR
PLAZAR,OSARIO
CALLEE,XTRAMUROS
CALLEE,XCELENTISIMA DIPUTACION
PTDA F,UENTE CAÑAR
CTRA A,IN
CALLEE,RAS
PLAZAI,GLESIA (LA)
PLAZAJ,OSE NAVARRO
CALLEC,ARBONERAS
CALLEE,DUARDO GINES
CALLEF,OQUIA
AVDA A,IDA
CALLEC,ASTELLNOVO
PRAJEC,AMINO DE SEGORBE
PLAZAN,ÚMERO 6
PRAGEP,ARAJE MOLINO
CALLEB,ARRANCO
CALLEH,UERTA NUEVA
CALLEP,AJARES DEL CEMENTERIO
CALLEP,RANEL
CALLER,ODANA
CALLES,ANTOS DE LA PIEDRA
CALLES,IERRA ESPADÁN
CALLEV,IRGEN DE LOS ÁNGELES
CALLEV,OGUERA
CARREA,GUELET (L')
CARREA,GUSTINA D'ARAGON
CARREA,NGEL
CARRED,ALT (DE)
CARREB,ALMES
CARREB,ORRIANA
CARREC,ALVARI
PLAÇAF,ONT (DE LA)
CARREC,ASTELLO
CARREC,ASTELL
AVGDAP,AIS VALENCIA
CARREC,ERVANTES
CARREC,ID CAMPEADOR
CARREC,ISTERNA
CARREC,OLON
PLAÇAC,ONSTITUCIO (DE LA)
CARREC,ONVENT
CARREC,ORONA
CARREC,OVADONGA
CARREC,REU (LA)
CARRED,OCTOR BERENGUER
CARREJ,UAN DE AUSTRIA
CARRED,OS DE MAIG
CARREM,IG (DEL)
CAMI T,RASCASTILLO
CARREE,STACIO
PRAJER,ODANA
CARREG,OYA
CARREF,ORN (DEL)
CARREE,SGLESIA
CARREI,SABEL LA CATOLICA
CARREJ,AUME I
CARREJ,AUME ROIG
PLAÇAE,SGLESIA (L')
CARREL,EPANTO
CARREL,OPE DE VEGA
CARREL,UIS VIVES
CARREL,LOSA (LA)
CARREM,ESTRE ANTONIO TINTORE
CARREM,AJOR
CARREM,ENENDEZ Y PELAYO
PLAÇAM,ERCAT
CARREM,OLINS
CARREM,URILLO
CARREM,UR (DEL)
CARREN,OU
CARRER,AFALELLS
CARRER,AMON Y CAJAL
CARRER,OQUES
CARRES,AGUNT
CARRES,ANT JOSEP DE CALASANZ
CARRES,ANT MARCOS
CARRES,ANT PERE
CARRES,ANT ROC
CARRES,ANT VICENT FERRER
CARRES,ANTA MONICA
CARRES,ANTA RITA
CARRES,ANCHIS GUARNER
CARREV,ALENCIA
CARRES,ANTS JOANS
CARREV,ICENTE ROYO BLAT
CARREV,ALL D'UIXO
PLAÇAA,USIAS MARCH
CARREM,ESTRE EMILIO CARRERAS
CARREX,ILXES (DE)
CARREN,ULES (DE)
CAMP D,ISEMINATS
CAMI B,ENAVITES
CARREP,ONTO (DEL)
CARRES,ANT DOMENEC (DE)
CARREE,RES (DE LES)
CARREF,ORQUES (DE LES)
CARREM,ONCOFA (DE)
CARREE,SCOLES (DE LES)
CARREC,ASABLANCA (DE)
CARRER,OLL (DEL)
CARREM,AGATZEMS (DELS)
CARREB,RAÇAL (DEL)
PLAÇAL,ORITO (DEL)
PLAÇAM,OLI DE L'ARROS
CARREL,LAVANER (DEL)
CARREF,RANCISCA CRESPO CASANOVA
AVGDAE,NRIC VALOR (D')
RONDAJ,OAN FUSTER (DE)
PLAÇA8,DE MARÇ (DEL)
CARREL,A PAU (DE)
CARREC,LARA CAMPOAMOR (DE)
CARREV,ICTORIA KENT (DE)
CARREN,ELSON MANDELA (DE)
CARRER,IGOBERTA MENCHU (DE)
CARREM,ARE TERESA DE CALCUTA (DE LA)
PARC M,ESTRE RODRIGO (DEL)
CARREP,ENYAGOLOSA (DEL)
PLAÇAS,ANTA GENOVEVA TORRES (DE)
CARRES,ERRA D'ESPADA (DE LA)
CARRES,ERRA D'IRTA (DE LA)
CARRED,E L'INSTITUT
CARRES,ISTARS (DELS)
CARREF,ILA (DE LA)
CARREF,ONT DE QUART (DE LA)
CARREL,'ABEURADOR (DE)
CARREP,LA (EL)
CARREA,RANDA (D')
CARREP,ONTARRO
CARREM,ARJAL (LA)
CARRET,AMARIT
PLAÇAP,ESCADORS (DELS)
CARRET,ERMENS (ELS)
CARRED,ERROC
CARRES,ORT (LA)
CARREO,RIOLA (D')
CARRET,AIOLA (LA)
CARREL,LARG
CARREV,ISCAINS (ELS)
CARREC,ALAMOCS
CARREA,LBERCA (L')
CARRES,ERRADAL
CARREB,OVAR (DEL)
CARREE,SCORREDORS (ELS)
CARREP,OTRO (DEL)
CARREL,LORANSET (EL)
CARREC,ANTERO (DEL)
CARREM,ARTINA (LA)
CARREC,ABEÇOL (DEL)
CARREA,LTER (L')
CARREF,ONT DE LA BOTA
CARREF,ILLOLA (LA)
POLIGP,OLIGONO CINCO
POLIGP,OLIG OCHO
CARREA,RENAL (DE L')
CARRES,ALINERA (DE LA)
CARREA,LFARA (D')
PLAÇAG,OLA (DE LA)
CARREC,OLOMER
PLAÇAC,APELLA (DE LA)
PLAÇAP,ALMERES (DE LES)
PLAÇAM,AR (DE LA)
PLAÇAP,ONT DE L'ARENA (DEL)
CARRES,ERRATELLA (DE LA)
PG   C,ANAL DE TORREBLANCA
CARREA,NGLESOS (DELS)
PLAÇAC,OOPERATIVA DE LA LLUM (DE LA)
CARREM,ARCELINO ALAMAR BENLLOCH
"CARRE""","LA CUBANA"" (DE)"
CARREC,ARVALLO (DELS)
CMNO S,ERRATELLA
AVGDAD,EL MEDITERRANI
AVGDAD,E LA MAR
CARREC,OSTA DE LA LLUM
CARRER,IES ALTES
CARRER,IES BAIXES
CARREC,OSTA BLANCA
CARREC,OSTA DE CANTÀBRIA
CARREC,OSTA D'AZAHAR
CARREC,OSTA DEL GARRAF
CARREC,OSTA DEL SOL
CARREC,OSTA BRAVA
CARREC,OSTA DAURADA
CARREC,OSTA DEL MARESME
CARREC,OSTA DE VALÈNCIA
CARREC,OSTA BASCA
CARREC,OSTA TROPICAL
CARREC,OSTA VERDA
CARREC,OSTA BALEAR
CARREC,OSTA CANÀRIA
CARREC,OSTA DA MORTE
CALLEA,GUSTIN SEBASTIAN
CALLEA,LTO PALANCIA
CALLEA,RAGON
CALLEB,ERRO (EL)
CALLEB,ONIFACIO FERRER
CALLEB,RUNO SEBASTIAN
CALLEC,ALVARIO
CALLEP,EÑICAS (LAS)
CALLEC,ANONIGO SUESTA
CALLEC,ANTAVIEJA
CALLEC,ERVANTES
CALLEC,LEMENTE SERRANO
LUGARC,ONVENTO
PLAZAC,UEVA SANTA
CALLED,ESAMPARADOS
CALLED,IPUTACION
AVDA E,SPAÑA
CALLEF,ERRER ESTELLES
CALLEF,LORES (LAS)
CALLEF,ONTANICAS
CALLEF,UENTE SIERRA
CALLEP,ORTILLO (DEL)
CALLEM,AYOR
CALLEE,MPEDRAO
PLAZAM,AYOR
CALLEG,RACIA
CALLEH,ERNAN CORTES
CALLEM,IGUEL HERNANDEZ
TRVA I,GNACIO MARIN
CALLEJ,AREA
CALLEI,GNACIO MARIN
CALLEE,STRELLA (LA)
CALLEM,AESTRO ALCALA
CALLEH,ONDA
CALLEJ,UAN TERRADA
CALLEM,ARTINEZ ANTICH
CALLEM,URO (EL)
CALLEN,AVAJAS
CALLEP,ARRAS (LAS)
CALLEP,ILAR
TRVA P,ILAR
PTDA P,LANO (EL)
CALLER,IVAS
CALLES,AN FRANCISCO
CALLES,AN IGNACIO
CALLES,AN JOSE
CALLES,AN JUAN
CALLES,AN ROQUE
CALLES,AN VICENTE
CALLES,ANTA BARBARA
CALLET,ALEGA
CALLET,OMAS MARTI
CALLET,OMAS SEBASTIAN
CALLET,ORRE (LA)
AVDA V,ALENCIA
CALLEH,ORNO
CALLE2,5 DE MARZO
AVDA C,ARTUJA VAL CRISTO
CALLES,EGORBE
CALLES,AN ANTONIO
CALLEF,RAY LUIS AMIGO
PLAZAS,AN MIGUEL
CALLEE,RA LOZANO
AVDA S,ANTUARIO
CALLEP,IZARRO
CALLEJ,ERICA
CALLES,AN RAFAEL
CALLEE,SCRIG
CALLEP,ALMERA (LA)
CALLEB,UENOS AIRES
CALLED,OCTOR FLEMING
CALLEC,OLON
PTDA M,OLINERA (LA)
CALLEC,ASTELLON
PQUE P,ARQUE MUNICIPAL
CALLES,ONEJA
CALLEA,LCUBLAS
AVDA D,ELICIAS
MASIAD,E UÑOZ
MASIAD,E RIVAS
PTDA V,ALLEJO (EL)
PTDA C,RUZ (LA)
PTDA O,LIVERA (LA)
PTDA B,OQUERAS (LAS)
MASIAD,E ABANILLAS
MASIAD,E CUCALON
PTDA S,ANTA BARBARA
CALLEC,AMILO JOSE CELA
CALLEJ,ACINTO BENAVENTE
CALLEJ,UAN RAMON JIMENEZ
CALLER,AMON Y CAJAL
CALLES,EVERO OCHOA
CALLEV,ICENTE ALEIXANDRE
PTDA C,UEVA SANTA (LA)
PTDA S,AN JUAN
CALLEG,ATOVA
CALLEG,ENERALIDAD VALENCIANA (DE LA)
CALLEM,USICO MANUEL BLASCO SIERRA (DEL)
CALLED,OCTORES LOPEZ PIÑERO Y TERRADA FERRANDIS
CALLEC,ONSTITUCION (DE LA)
MASIAD,E OJOS NEGROS
CALLEA,NTIGUA VIA MINERA
PTDA F,UENTE SIERRA
PTDA M,ONTECICO
MASIAD,E VALERO
PTDA E,L CALARIZO
CALLEA,NTONIO MACHADO
CALLEM,ARTIN EL HUMANO
PTDA B,ARRANCO HONDO
PTDA C,ABEZUELO
CALLEE,RMITA
CALLEB,EJIS
PTDA E,RMITA
CALLEB,ARRACAS
CALLEA,CTOR GERMAN MONTANER
CALLEM,AESTRO OCTAVIO ABAT
TRVA M,IGUEL HERNANDEZ
PTDA C,ARTUJA VALDECRISTO
CALLEH,AUTEVILLE LES DIJON
CALLEP,ARTIDA EL CARACOL
PTDA F,UENTE SAX
PTDA P,EPIT
CALLEB,ENAFER
PTDA S,AN JULIAN
PTDA L,A CANALETA
CALLEF,UENTE LA REINA
PTDA A,LFAZ
PTDA J,AREA (LA)
MASIAD,EL REJO
PTDA L,A MATANZA
PTDA B,ARRANCO MASÓ
PTDA M,ARROYO
PTDA P,ARADA HONDA
CALLES,AN VICENTE
CALLES,AN MIGUEL
CALLEP,URISIMA
CALLES,AN ISIDRO
AVDA C,AMPOS
PLAZAM,AYOR
BARROA,RTEJUELA (LA)
CALLEC,OLON
CALLEA,NCHA
CALLES,ANTA QUITERIA
AVDA V,ENTA LAUREL
CALLEL,AVADERO
CALLER,AFAEL VIVES
CALLEC,ONSTITUCION
CALLES,AN ROQUE
MASIAL,A MASADA
MASIAE,L PLANO
MASIAT,EJERIA (LA)
CALLEA,RTEJUELA
CALLEB,ARRIO LAS CRUCES
CALLEF,RONTERA
CALLEM,OLINO
CTRA M,ONTANEJOS
CALLEN,UEVA
MASIAL,OS CATALANES
MASIAE,L LAUREL
CALLEP,LANO (EL)
CALLEC,ASTELLÓN
CALLEC,ERRADOS (LOS)
CALLES,OLANA (LA)
CALLEP,ORTABAL
PTDA B,ARRANCO PALOS
CARREP,EGUESA
CARREJ,AUME VIVES
MASIAM,AS DE LA MONTALBANA
CARREM,ONTJUI
PLAÇAI,GLESIA
MASIAH,OSTALET DE BENASSAL
MASIAM,AS DE LES SOLANES
CARRED,EL FORN
CARREV,IOLETA
MASIAM,AS DE FACUNDO
MASIAM,AS DE LA VALL
CARREC,AMPANAR
MASIAM,AS DE LA MOLA
MASIAM,AS DE ROCA DE BAIX
MASIAM,AS DE LA BELLADONA
CARRED,E LA NEVERA
MASIAM,AS DE LA PATACA
MASIAM,AS TORRE BELTRANS
CARRED,E L'ABADIA
MASIAM,AS DE N'OLLER
MASIAM,AS NOU DE LA CANÀ
MASIAM,AS DEL GRAU
MASIAM,AS DE LA PINELLA
MASIAM,AS SÒL DE LA COSTA
MASIAM,AS DEL TOSSAL
MASIAH,OSTAL NOU
MASIAM,AS DE LES FEIXES
MASIAM,AS DE PLÀCIDO
CARRED,E LES ERES
MASIAM,AS D'ASENSIO
MASIAM,AS D'EN FERRE
MASIAM,AS DE ROCA DE DALT
MASIAM,AS DE CRUS
MASIAM,AS DE LES LLOMES
MASIAM,AS PEDRAFITA
MASIAM,AS DE RACÓ
MASIAC,ASETA DE QUICO
MASIAM,AS DE L'ALMOINA
MASIAM,AS DE SANTA ELENA
MASIAM,AS D'EN GERRA
MASIAM,AS DE LLORENÇ
MASIAM,AS LA BLANQUETA
MASIAM,AS DEL BARRANC DELS HORTS
MASIAM,AS DEL PLA NOU
MASIAM,AS DE BESSER
MASIAM,AS D'EN GRENYUT
MASIAH,OSTALET DE VILAR DE CANES
MASIAM,AS DE ROIA
MASIAM,AS DEL COLL D'ARES
PLAÇAD,E LA BASSA
CARREC,ANO
CARRED,EL CASTELL
AVGDAD,EL COLL
PLAÇAM,AYOR
CARREN,OU
CARRER,AVAL DE BAIX
CARRED,E LES ROQUES
CARRET,ALECA (LA)
MASIAM,AS DE BLAI
MASIAM,AS D'ESTACA
MASIAM,AS DE LES OMBRIES
MASIAM,AS DE LES LLOMETES
MASIAM,AS DE VIDALET
MASIAM,AS DE FERRANDO
MASIAM,AS DE LA MONTALBANETA
MASIAM,AS DE LES PALLISES
MASIAM,AS DE LES VILA-ROGES
MASIAM,AS DE LA BASSA VERDA
MASIAM,AS DE CARBÓ
MASIAM,AS DE CELMA
MASIAM,AS D'ESTEVE
MASIAM,AS DE JERONI
MASIAM,AS HOSTAL NOU DE LA CANÀ
MASIAM,AS DE L'HOSTALET VELL
MASIAM,AS DELS HOSTALS
MASIAM,AS DE JOAQUIN
MASIAM,AS DE LLECINTO
MASIAM,AS DE LA MARIANA
MASIAM,AS DE LA ORDE
MASIAM,AS DELS PILARS
MASIAM,AS DE LA ROQUETA
MASIAM,AS DE SANT JOAN
MASIAM,AS SÒL DEL BARRANC
MASIAM,AS DE TEJUELO
MASIAM,AS DE LA TORRETA
MASIAM,AS DE TOSCA
MASIAM,AS VELL
MASIAM,AS DE LA BELLUGA
MASIAM,AS BLANC
MASIAM,AS DE FACUNDET
MASIAM,AS DE LES MOLINERES
MASIAM,AS NOU
MASIAM,AS DEL PUIG
CARRED,E L'ANTIC HOSPITAL
CALLEM,AYOR
CALLES,ANTA TRINIDAD
AVDA M,ONSERRAT
CTRA O,NDA
CALLEH,ONORATO ROS
CALLED,ESAMPARADOS
CALLES,ANTA ANA
CALLES,ANTA CRUZ
CALLEP,ADRE VACIERO
CALLEC,ONCHITA JULIAN
CALLEV,IRGEN DEL LIDON
CTRA L,UDIENTE
PTDA T,OZAL
CALLEC,ALVARIO VIEJO
CMNO C,EMENTERIO
CMNO C,ONCHONES
PLAZAI,GLESIA
CALLEL,UDIENTE
CALLEP,AJARES
PLAZAP,IO XII
CALLEJ,UAN TORTAJADA
CALLEC,ASTILLO DEL BUEY NEGRO
CALLEC,EYT ABU ZEYT
CARREA,CEQUIA
CALLEA,LFONSO XII
PLAÇAP,ARDINAL (DEL)
CARREB,ALMES
CARREB,ETXI
CARRED,OCTOR FLEMING
CARREB,ORRIANA
PLAÇAN,OVA
CARREC,AMPOAMOR
CARREA,NTONIO CANOVAS
PLAÇAA,JUNTAMENT
CARREA,SSEGADOR
CARREC,ERVANTES
CARREC,OLON
CARREC,RISTO
CARRES,ANTA CRISTINA
CARRED,OS DE MAYO
CARREE,CHEGARAY
CARREF,RAY DOMINGO PITARCH
AVGDAG,RUPO ESCOLAR
CARREC,ONSTITUCIO
CARREV,ICENT TOMAS I MARTI
PLAÇAI,GLESIA (LA)
CARREM,AJOR
CARREM,AESTRO CHAPI
CARREM,AESTRO DARES
CARREM,AESTRO GINER
CARREM,ARIANO BENLLIURE
CARREM,ONJAS
CARREM,OSEN EMILIO
AVGDAS,IERRA ESPADAN
CARREP,ASTORA
CARREP,ERAL
CARREP,OETA ZORRILLA
CARREP,RIMAVERA
